cdc_case_earliest_dt,cdc_report_dt,death_yn
6/1/2021,187,Yes
6/2/2021,7438,Missing
6/2/2021,6458,No
6/2/2021,5021,Unknown
6/2/2021,197,Yes
6/3/2021,4826,Missing
6/3/2021,4821,No
6/3/2021,1899,Unknown
6/3/2021,151,Yes
6/4/2021,4778,Missing
6/4/2021,4650,No
6/4/2021,1656,Unknown
6/4/2021,151,Yes
6/5/2021,3924,Missing
6/5/2021,3797,No
6/5/2021,1394,Unknown
6/5/2021,124,Yes
6/6/2021,3060,Missing
6/6/2021,3260,No
6/6/2021,731,Unknown
6/6/2021,110,Yes
6/7/2021,4457,Missing
6/7/2021,4449,No
6/7/2021,1481,Unknown
6/7/2021,166,Yes
6/8/2021,4581,Missing
6/8/2021,4350,No
6/8/2021,2038,Unknown
6/8/2021,148,Yes
6/9/2021,5646,Missing
6/9/2021,4502,No
6/9/2021,2527,Unknown
6/9/2021,140,Yes
6/10/2021,4522,Missing
6/10/2021,3984,No
6/10/2021,2323,Unknown
6/10/2021,145,Yes
6/11/2021,4589,Missing
6/11/2021,3749,No
6/11/2021,1964,Unknown
6/11/2021,149,Yes
6/12/2021,3108,Missing
6/12/2021,2904,No
6/12/2021,1732,Unknown
6/12/2021,118,Yes
6/13/2021,2952,Missing
6/13/2021,2936,No
6/13/2021,780,Unknown
6/13/2021,118,Yes
6/14/2021,5209,Missing
6/14/2021,10831,No
6/14/2021,1877,Unknown
6/14/2021,159,Yes
6/15/2021,4795,Missing
6/15/2021,3970,No
6/15/2021,3317,Unknown
6/15/2021,137,Yes
6/16/2021,4871,Missing
6/16/2021,4000,No
6/16/2021,3187,Unknown
6/16/2021,154,Yes
6/17/2021,4075,Missing
6/17/2021,3631,No
6/17/2021,3116,Unknown
6/17/2021,137,Yes
6/18/2021,7262,Missing
6/18/2021,3816,No
6/18/2021,2263,Unknown
6/18/2021,137,Yes
6/19/2021,5012,Missing
6/19/2021,2981,No
6/19/2021,1756,Unknown
6/19/2021,123,Yes
6/20/2021,3491,Missing
6/20/2021,3114,No
6/20/2021,955,Unknown
6/20/2021,132,Yes
6/21/2021,5070,Missing
6/21/2021,13179,No
6/21/2021,2563,Unknown
6/21/2021,189,Yes
6/22/2021,5293,Missing
6/22/2021,5532,No
6/22/2021,2298,Unknown
6/22/2021,198,Yes
6/23/2021,4565,Missing
6/23/2021,5024,No
6/23/2021,3212,Unknown
6/23/2021,192,Yes
6/24/2021,4829,Missing
6/24/2021,4263,No
6/24/2021,2984,Unknown
6/24/2021,157,Yes
6/25/2021,6926,Missing
6/25/2021,11723,No
6/25/2021,2351,Unknown
6/25/2021,435,Yes
6/26/2021,3904,Missing
6/26/2021,3703,No
6/26/2021,1995,Unknown
6/26/2021,151,Yes
6/27/2021,4034,Missing
6/27/2021,3441,No
6/27/2021,1138,Unknown
6/27/2021,157,Yes
6/28/2021,6658,Missing
6/28/2021,11244,No
6/28/2021,1829,Unknown
6/28/2021,223,Yes
6/29/2021,6579,Missing
6/29/2021,5265,No
6/29/2021,3048,Unknown
6/29/2021,166,Yes
6/30/2021,6068,Missing
6/30/2021,5040,No
6/30/2021,2944,Unknown
6/30/2021,211,Yes
7/1/2021,6272,Missing
7/1/2021,14174,No
7/1/2021,3590,Unknown
7/1/2021,752,Yes
7/2/2021,6900,Missing
7/2/2021,13290,No
7/2/2021,3273,Unknown
7/2/2021,527,Yes
7/3/2021,5069,Missing
7/3/2021,13033,No
7/3/2021,2792,Unknown
7/3/2021,450,Yes
7/4/2021,4922,Missing
7/4/2021,7725,No
7/4/2021,1243,Unknown
7/4/2021,308,Yes
7/5/2021,8180,Missing
7/5/2021,7622,No
7/5/2021,1878,Unknown
7/5/2021,298,Yes
7/6/2021,9573,Missing
7/6/2021,7671,No
7/6/2021,4390,Unknown
7/6/2021,289,Yes
7/7/2021,10135,Missing
7/7/2021,8312,No
7/7/2021,3011,Unknown
7/7/2021,352,Yes
7/8/2021,10407,Missing
7/8/2021,7854,No
7/8/2021,4052,Unknown
7/8/2021,352,Yes
7/9/2021,14488,Missing
7/9/2021,8185,No
7/9/2021,5316,Unknown
7/9/2021,397,Yes
7/10/2021,9287,Missing
7/10/2021,7592,No
7/10/2021,3293,Unknown
7/10/2021,346,Yes
7/11/2021,9242,Missing
7/11/2021,7625,No
7/11/2021,2197,Unknown
7/11/2021,311,Yes
7/12/2021,15241,Missing
7/12/2021,11689,No
7/12/2021,3347,Unknown
7/12/2021,453,Yes
7/13/2021,39671,Missing
7/13/2021,11033,No
7/13/2021,4237,Unknown
7/13/2021,401,Yes
7/14/2021,42541,Missing
7/14/2021,11490,No
7/14/2021,4838,Unknown
7/14/2021,506,Yes
7/15/2021,17454,Missing
7/15/2021,11323,No
7/15/2021,5490,Unknown
7/15/2021,495,Yes
7/16/2021,18237,Missing
7/16/2021,12519,No
7/16/2021,5502,Unknown
7/16/2021,579,Yes
7/17/2021,13537,Missing
7/17/2021,10749,No
7/17/2021,4780,Unknown
7/17/2021,495,Yes
7/18/2021,14183,Missing
7/18/2021,11358,No
7/18/2021,2966,Unknown
7/18/2021,494,Yes
7/19/2021,23222,Missing
7/19/2021,18180,No
7/19/2021,4730,Unknown
7/19/2021,719,Yes
7/20/2021,29474,Missing
7/20/2021,17662,No
7/20/2021,6051,Unknown
7/20/2021,775,Yes
7/21/2021,28617,Missing
7/21/2021,17449,No
7/21/2021,5399,Unknown
7/21/2021,776,Yes
7/22/2021,25996,Missing
7/22/2021,17037,No
7/22/2021,5744,Unknown
7/22/2021,833,Yes
7/23/2021,27168,Missing
7/23/2021,17642,No
7/23/2021,5809,Unknown
7/23/2021,851,Yes
7/24/2021,25574,Missing
7/24/2021,16240,No
7/24/2021,5268,Unknown
7/24/2021,731,Yes
7/25/2021,22990,Missing
7/25/2021,16245,No
7/25/2021,4235,Unknown
7/25/2021,770,Yes
7/26/2021,33189,Missing
7/26/2021,23890,No
7/26/2021,6191,Unknown
7/26/2021,1103,Yes
7/27/2021,40144,Missing
7/27/2021,23816,No
7/27/2021,6713,Unknown
7/27/2021,1037,Yes
7/28/2021,38532,Missing
7/28/2021,23283,No
7/28/2021,7466,Unknown
7/28/2021,1123,Yes
7/29/2021,40921,Missing
7/29/2021,24151,No
7/29/2021,6971,Unknown
7/29/2021,1121,Yes
7/30/2021,43742,Missing
7/30/2021,23705,No
7/30/2021,7193,Unknown
7/30/2021,1188,Yes
7/31/2021,46510,Missing
7/31/2021,22472,No
7/31/2021,6182,Unknown
7/31/2021,1036,Yes
8/1/2021,38558,Missing
8/1/2021,22700,No
8/1/2021,5201,Unknown
8/1/2021,1183,Yes
8/2/2021,58769,Missing
8/2/2021,29668,No
8/2/2021,7576,Unknown
8/2/2021,1442,Yes
8/3/2021,60118,Missing
8/3/2021,29197,No
8/3/2021,8142,Unknown
8/3/2021,1462,Yes
8/4/2021,54018,Missing
8/4/2021,27660,No
8/4/2021,9883,Unknown
8/4/2021,1389,Yes
8/5/2021,52107,Missing
8/5/2021,28454,No
8/5/2021,10138,Unknown
8/5/2021,1378,Yes
8/6/2021,101186,Missing
8/6/2021,27807,No
8/6/2021,8462,Unknown
8/6/2021,1495,Yes
8/7/2021,37084,Missing
8/7/2021,22781,No
8/7/2021,7157,Unknown
8/7/2021,1172,Yes
8/8/2021,43266,Missing
8/8/2021,23279,No
8/8/2021,6733,Unknown
8/8/2021,1283,Yes
8/9/2021,61864,Missing
8/9/2021,35473,No
8/9/2021,8798,Unknown
8/9/2021,1665,Yes
8/10/2021,63352,Missing
8/10/2021,33833,No
8/10/2021,9505,Unknown
8/10/2021,1713,Yes
8/11/2021,58673,Missing
8/11/2021,32527,No
8/11/2021,10985,Unknown
8/11/2021,1552,Yes
8/12/2021,61944,Missing
8/12/2021,32138,No
8/12/2021,9620,Unknown
8/12/2021,1593,Yes
8/13/2021,65253,Missing
8/13/2021,32544,No
8/13/2021,9607,Unknown
8/13/2021,1619,Yes
8/14/2021,47141,Missing
8/14/2021,25185,No
8/14/2021,7384,Unknown
8/14/2021,1270,Yes
8/15/2021,39633,Missing
8/15/2021,24933,No
8/15/2021,6359,Unknown
8/15/2021,1250,Yes
8/16/2021,77290,Missing
8/16/2021,41537,No
8/16/2021,12148,Unknown
8/16/2021,1994,Yes
8/17/2021,72384,Missing
8/17/2021,38276,No
8/17/2021,10114,Unknown
8/17/2021,1774,Yes
8/18/2021,63965,Missing
8/18/2021,37393,No
8/18/2021,10817,Unknown
8/18/2021,1633,Yes
8/19/2021,65195,Missing
8/19/2021,36816,No
8/19/2021,10445,Unknown
8/19/2021,1567,Yes
8/20/2021,64169,Missing
8/20/2021,36287,No
8/20/2021,9642,Unknown
8/20/2021,1672,Yes
8/21/2021,47200,Missing
8/21/2021,28135,No
8/21/2021,8232,Unknown
8/21/2021,1229,Yes
8/22/2021,40924,Missing
8/22/2021,26234,No
8/22/2021,6953,Unknown
8/22/2021,1237,Yes
8/23/2021,74188,Missing
8/23/2021,47270,No
8/23/2021,14423,Unknown
8/23/2021,1752,Yes
8/24/2021,88481,Missing
8/24/2021,42618,No
8/24/2021,11404,Unknown
8/24/2021,1678,Yes
8/25/2021,78956,Missing
8/25/2021,41390,No
8/25/2021,11953,Unknown
8/25/2021,1550,Yes
8/26/2021,72807,Missing
8/26/2021,37969,No
8/26/2021,11672,Unknown
8/26/2021,1596,Yes
8/27/2021,69249,Missing
8/27/2021,37812,No
8/27/2021,10841,Unknown
8/27/2021,1521,Yes
8/28/2021,53086,Missing
8/28/2021,28681,No
8/28/2021,8622,Unknown
8/28/2021,1236,Yes
8/29/2021,34579,Missing
8/29/2021,26053,No
8/29/2021,6942,Unknown
8/29/2021,1084,Yes
8/30/2021,61608,Missing
8/30/2021,43830,No
8/30/2021,11846,Unknown
8/30/2021,1568,Yes
8/31/2021,67957,Missing
8/31/2021,40326,No
8/31/2021,12340,Unknown
8/31/2021,1555,Yes
9/1/2021,62979,Missing
9/1/2021,48576,No
9/1/2021,23189,Unknown
9/1/2021,1841,Yes
9/2/2021,62853,Missing
9/2/2021,38612,No
9/2/2021,11454,Unknown
9/2/2021,1476,Yes
9/3/2021,62915,Missing
9/3/2021,37194,No
9/3/2021,11257,Unknown
9/3/2021,1442,Yes
9/4/2021,43828,Missing
9/4/2021,27653,No
9/4/2021,8538,Unknown
9/4/2021,1158,Yes
9/5/2021,39455,Missing
9/5/2021,25439,No
9/5/2021,7974,Unknown
9/5/2021,1206,Yes
9/6/2021,44771,Missing
9/6/2021,27246,No
9/6/2021,7239,Unknown
9/6/2021,1188,Yes
9/7/2021,64519,Missing
9/7/2021,46578,No
9/7/2021,13632,Unknown
9/7/2021,1615,Yes
9/8/2021,61680,Missing
9/8/2021,43984,No
9/8/2021,13193,Unknown
9/8/2021,1446,Yes
9/9/2021,71417,Missing
9/9/2021,38145,No
9/9/2021,12899,Unknown
9/9/2021,1360,Yes
9/10/2021,55246,Missing
9/10/2021,36975,No
9/10/2021,12706,Unknown
9/10/2021,1370,Yes
9/11/2021,35474,Missing
9/11/2021,26686,No
9/11/2021,9305,Unknown
9/11/2021,998,Yes
9/12/2021,50575,Missing
9/12/2021,26194,No
9/12/2021,7684,Unknown
9/12/2021,1113,Yes
9/13/2021,63562,Missing
9/13/2021,43213,No
9/13/2021,13169,Unknown
9/13/2021,1475,Yes
9/14/2021,52158,Missing
9/14/2021,45138,No
9/14/2021,23515,Unknown
9/14/2021,1435,Yes
9/15/2021,46084,Missing
9/15/2021,37160,No
9/15/2021,12962,Unknown
9/15/2021,1212,Yes
9/16/2021,44459,Missing
9/16/2021,32685,No
9/16/2021,12212,Unknown
9/16/2021,1130,Yes
9/17/2021,44911,Missing
9/17/2021,33070,No
9/17/2021,12290,Unknown
9/17/2021,1203,Yes
9/18/2021,30355,Missing
9/18/2021,24611,No
9/18/2021,8250,Unknown
9/18/2021,892,Yes
9/19/2021,29199,Missing
9/19/2021,23089,No
9/19/2021,7160,Unknown
9/19/2021,879,Yes
9/20/2021,38631,Missing
9/20/2021,46208,No
9/20/2021,25090,Unknown
9/20/2021,1356,Yes
9/21/2021,37573,Missing
9/21/2021,33708,No
9/21/2021,12101,Unknown
9/21/2021,1075,Yes
9/22/2021,37470,Missing
9/22/2021,31523,No
9/22/2021,11343,Unknown
9/22/2021,994,Yes
9/23/2021,45863,Missing
9/23/2021,31470,No
9/23/2021,11122,Unknown
9/23/2021,1088,Yes
9/24/2021,36479,Missing
9/24/2021,34538,No
9/24/2021,10975,Unknown
9/24/2021,1109,Yes
9/25/2021,28402,Missing
9/25/2021,22480,No
9/25/2021,7810,Unknown
9/25/2021,848,Yes
9/26/2021,21877,Missing
9/26/2021,21603,No
9/26/2021,6805,Unknown
9/26/2021,788,Yes
9/27/2021,34837,Missing
9/27/2021,43597,No
9/27/2021,25725,Unknown
9/27/2021,1242,Yes
9/28/2021,34011,Missing
9/28/2021,31480,No
9/28/2021,11482,Unknown
9/28/2021,982,Yes
9/29/2021,34753,Missing
9/29/2021,29502,No
9/29/2021,11406,Unknown
9/29/2021,889,Yes
9/30/2021,39270,Missing
9/30/2021,26972,No
9/30/2021,10821,Unknown
9/30/2021,906,Yes
10/1/2021,31110,Missing
10/1/2021,28887,No
10/1/2021,10154,Unknown
10/1/2021,974,Yes
10/2/2021,25284,Missing
10/2/2021,20831,No
10/2/2021,8044,Unknown
10/2/2021,722,Yes
10/3/2021,18162,Missing
10/3/2021,19559,No
10/3/2021,6440,Unknown
10/3/2021,636,Yes
10/4/2021,31109,Missing
10/4/2021,32046,No
10/4/2021,11945,Unknown
10/4/2021,973,Yes
10/5/2021,29548,Missing
10/5/2021,29262,No
10/5/2021,11134,Unknown
10/5/2021,947,Yes
10/6/2021,27479,Missing
10/6/2021,39683,No
10/6/2021,32534,Unknown
10/6/2021,1097,Yes
10/7/2021,26685,Missing
10/7/2021,25223,No
10/7/2021,9901,Unknown
10/7/2021,812,Yes
10/8/2021,27737,Missing
10/8/2021,24524,No
10/8/2021,10900,Unknown
10/8/2021,777,Yes
10/9/2021,21306,Missing
10/9/2021,18484,No
10/9/2021,7679,Unknown
10/9/2021,694,Yes
10/10/2021,17694,Missing
10/10/2021,18107,No
10/10/2021,6220,Unknown
10/10/2021,666,Yes
10/11/2021,24269,Missing
10/11/2021,27020,No
10/11/2021,11098,Unknown
10/11/2021,880,Yes
10/12/2021,24742,Missing
10/12/2021,25744,No
10/12/2021,10641,Unknown
10/12/2021,830,Yes
10/13/2021,25381,Missing
10/13/2021,23916,No
10/13/2021,10270,Unknown
10/13/2021,763,Yes
10/14/2021,24118,Missing
10/14/2021,21927,No
10/14/2021,10094,Unknown
10/14/2021,764,Yes
10/15/2021,22530,Missing
10/15/2021,20779,No
10/15/2021,9611,Unknown
10/15/2021,781,Yes
10/16/2021,17436,Missing
10/16/2021,16171,No
10/16/2021,6573,Unknown
10/16/2021,621,Yes
10/17/2021,15668,Missing
10/17/2021,15384,No
10/17/2021,5547,Unknown
10/17/2021,612,Yes
10/18/2021,22551,Missing
10/18/2021,24751,No
10/18/2021,9901,Unknown
10/18/2021,808,Yes
10/19/2021,22569,Missing
10/19/2021,21780,No
10/19/2021,9946,Unknown
10/19/2021,696,Yes
10/20/2021,22404,Missing
10/20/2021,21794,No
10/20/2021,10030,Unknown
10/20/2021,774,Yes
10/21/2021,21676,Missing
10/21/2021,28356,No
10/21/2021,24369,Unknown
10/21/2021,882,Yes
10/22/2021,22559,Missing
10/22/2021,19534,No
10/22/2021,8615,Unknown
10/22/2021,636,Yes
10/23/2021,16969,Missing
10/23/2021,15069,No
10/23/2021,6388,Unknown
10/23/2021,601,Yes
10/24/2021,16071,Missing
10/24/2021,14695,No
10/24/2021,5155,Unknown
10/24/2021,555,Yes
10/25/2021,22598,Missing
10/25/2021,23719,No
10/25/2021,10340,Unknown
10/25/2021,788,Yes
10/26/2021,22803,Missing
10/26/2021,21779,No
10/26/2021,9194,Unknown
10/26/2021,719,Yes
10/27/2021,22774,Missing
10/27/2021,21973,No
10/27/2021,9417,Unknown
10/27/2021,725,Yes
10/28/2021,21972,Missing
10/28/2021,19948,No
10/28/2021,9181,Unknown
10/28/2021,703,Yes
10/29/2021,22078,Missing
10/29/2021,19779,No
10/29/2021,8684,Unknown
10/29/2021,689,Yes
10/30/2021,17986,Missing
10/30/2021,15603,No
10/30/2021,6126,Unknown
10/30/2021,562,Yes
10/31/2021,16499,Missing
10/31/2021,15467,No
10/31/2021,5631,Unknown
10/31/2021,549,Yes
11/1/2021,22708,Missing
11/1/2021,26859,No
11/1/2021,11261,Unknown
11/1/2021,842,Yes
11/2/2021,22859,Missing
11/2/2021,23571,No
11/2/2021,10912,Unknown
11/2/2021,768,Yes
11/3/2021,23821,Missing
11/3/2021,24029,No
11/3/2021,11254,Unknown
11/3/2021,662,Yes
11/4/2021,22450,Missing
11/4/2021,22346,No
11/4/2021,10617,Unknown
11/4/2021,732,Yes
11/5/2021,22745,Missing
11/5/2021,22616,No
11/5/2021,10932,Unknown
11/5/2021,754,Yes
11/6/2021,17698,Missing
11/6/2021,17607,No
11/6/2021,7798,Unknown
11/6/2021,602,Yes
11/7/2021,17681,Missing
11/7/2021,17779,No
11/7/2021,7238,Unknown
11/7/2021,612,Yes
11/8/2021,24230,Missing
11/8/2021,29857,No
11/8/2021,12393,Unknown
11/8/2021,945,Yes
11/9/2021,24938,Missing
11/9/2021,32238,No
11/9/2021,21558,Unknown
11/9/2021,959,Yes
11/10/2021,33743,Missing
11/10/2021,26942,No
11/10/2021,12667,Unknown
11/10/2021,862,Yes
11/11/2021,21463,Missing
11/11/2021,24220,No
11/11/2021,11356,Unknown
11/11/2021,862,Yes
11/12/2021,25520,Missing
11/12/2021,25689,No
11/12/2021,11551,Unknown
11/12/2021,839,Yes
11/13/2021,20350,Missing
11/13/2021,19667,No
11/13/2021,8868,Unknown
11/13/2021,725,Yes
11/14/2021,18665,Missing
11/14/2021,18906,No
11/14/2021,7885,Unknown
11/14/2021,721,Yes
11/15/2021,26062,Missing
11/15/2021,31894,No
11/15/2021,14331,Unknown
11/15/2021,1011,Yes
11/16/2021,28046,Missing
11/16/2021,32914,No
11/16/2021,18207,Unknown
11/16/2021,1023,Yes
11/17/2021,27004,Missing
11/17/2021,28313,No
11/17/2021,14764,Unknown
11/17/2021,997,Yes
11/18/2021,25815,Missing
11/18/2021,26471,No
11/18/2021,13233,Unknown
11/18/2021,970,Yes
11/19/2021,24643,Missing
11/19/2021,25899,No
11/19/2021,13774,Unknown
11/19/2021,948,Yes
11/20/2021,20278,Missing
11/20/2021,19929,No
11/20/2021,8973,Unknown
11/20/2021,811,Yes
11/21/2021,19805,Missing
11/21/2021,18212,No
11/21/2021,7774,Unknown
11/21/2021,802,Yes
11/22/2021,28085,Missing
11/22/2021,34275,No
11/22/2021,20506,Unknown
11/22/2021,1184,Yes
11/23/2021,27228,Missing
11/23/2021,28693,No
11/23/2021,14994,Unknown
11/23/2021,1105,Yes
11/24/2021,27392,Missing
11/24/2021,28847,No
11/24/2021,14735,Unknown
11/24/2021,1016,Yes
11/25/2021,16741,Missing
11/25/2021,16487,No
11/25/2021,7826,Unknown
11/25/2021,853,Yes
11/26/2021,22864,Missing
11/26/2021,27157,No
11/26/2021,11531,Unknown
11/26/2021,1080,Yes
11/27/2021,22791,Missing
11/27/2021,25939,No
11/27/2021,9843,Unknown
11/27/2021,923,Yes
11/28/2021,23577,Missing
11/28/2021,27880,No
11/28/2021,10171,Unknown
11/28/2021,924,Yes
11/29/2021,34533,Missing
11/29/2021,43564,No
11/29/2021,19603,Unknown
11/29/2021,1289,Yes
11/30/2021,36834,Missing
11/30/2021,48519,No
11/30/2021,34791,Unknown
11/30/2021,1417,Yes
12/1/2021,34849,Missing
12/1/2021,38813,No
12/1/2021,18957,Unknown
12/1/2021,1282,Yes
12/2/2021,31496,Missing
12/2/2021,33978,No
12/2/2021,18696,Unknown
12/2/2021,1222,Yes
12/3/2021,32176,Missing
12/3/2021,35528,No
12/3/2021,18692,Unknown
12/3/2021,1314,Yes
12/4/2021,26218,Missing
12/4/2021,25887,No
12/4/2021,10596,Unknown
12/4/2021,1006,Yes
12/5/2021,26759,Missing
12/5/2021,23424,No
12/5/2021,8688,Unknown
12/5/2021,986,Yes
12/6/2021,37179,Missing
12/6/2021,40585,No
12/6/2021,20110,Unknown
12/6/2021,1369,Yes
12/7/2021,37198,Missing
12/7/2021,36675,No
12/7/2021,18167,Unknown
12/7/2021,1185,Yes
12/8/2021,35850,Missing
12/8/2021,35348,No
12/8/2021,16323,Unknown
12/8/2021,1244,Yes
12/9/2021,33598,Missing
12/9/2021,32379,No
12/9/2021,16304,Unknown
12/9/2021,1153,Yes
12/10/2021,35645,Missing
12/10/2021,32766,No
12/10/2021,16449,Unknown
12/10/2021,1212,Yes
12/11/2021,32350,Missing
12/11/2021,25672,No
12/11/2021,10632,Unknown
12/11/2021,1037,Yes
12/12/2021,36864,Missing
12/12/2021,27500,No
12/12/2021,8235,Unknown
12/12/2021,949,Yes
12/13/2021,51377,Missing
12/13/2021,47615,No
12/13/2021,17654,Unknown
12/13/2021,1241,Yes
12/14/2021,52892,Missing
12/14/2021,52776,No
12/14/2021,28786,Unknown
12/14/2021,1290,Yes
12/15/2021,55182,Missing
12/15/2021,45412,No
12/15/2021,16383,Unknown
12/15/2021,1128,Yes
12/16/2021,58440,Missing
12/16/2021,44415,No
12/16/2021,16743,Unknown
12/16/2021,1103,Yes
12/17/2021,65610,Missing
12/17/2021,47336,No
12/17/2021,17486,Unknown
12/17/2021,1125,Yes
12/18/2021,63627,Missing
12/18/2021,36794,No
12/18/2021,13234,Unknown
12/18/2021,988,Yes
12/19/2021,71450,Missing
12/19/2021,37136,No
12/19/2021,9770,Unknown
12/19/2021,1024,Yes
12/20/2021,115744,Missing
12/20/2021,74549,No
12/20/2021,19920,Unknown
12/20/2021,1300,Yes
12/21/2021,121413,Missing
12/21/2021,79520,No
12/21/2021,35751,Unknown
12/21/2021,1412,Yes
12/22/2021,131130,Missing
12/22/2021,76312,No
12/22/2021,24585,Unknown
12/22/2021,1320,Yes
12/23/2021,132204,Missing
12/23/2021,77051,No
12/23/2021,26656,Unknown
12/23/2021,1294,Yes
12/24/2021,109952,Missing
12/24/2021,53961,No
12/24/2021,16994,Unknown
12/24/2021,1206,Yes
12/25/2021,92285,Missing
12/25/2021,41178,No
12/25/2021,10131,Unknown
12/25/2021,1223,Yes
12/26/2021,133211,Missing
12/26/2021,72831,No
12/26/2021,20935,Unknown
12/26/2021,1371,Yes
12/27/2021,204211,Missing
12/27/2021,154324,No
12/27/2021,58058,Unknown
12/27/2021,2101,Yes
12/28/2021,227093,Missing
12/28/2021,145465,No
12/28/2021,50667,Unknown
12/28/2021,1974,Yes
12/29/2021,233034,Missing
12/29/2021,145995,No
12/29/2021,56452,Unknown
12/29/2021,1907,Yes
12/30/2021,226574,Missing
12/30/2021,139987,No
12/30/2021,57508,Unknown
12/30/2021,2026,Yes
12/31/2021,210890,Missing
12/31/2021,93073,No
12/31/2021,39943,Unknown
12/31/2021,1924,Yes
1/1/2022,178584,Missing
1/1/2022,68406,No
1/1/2022,25865,Unknown
1/1/2022,1985,Yes
1/2/2022,216641,Missing
1/2/2022,97788,No
1/2/2022,38691,Unknown
1/2/2022,2024,Yes
1/3/2022,313008,Missing
1/3/2022,248548,No
1/3/2022,78846,Unknown
1/3/2022,2866,Yes
1/4/2022,297584,Missing
1/4/2022,208737,No
1/4/2022,99752,Unknown
1/4/2022,2829,Yes
1/5/2022,278613,Missing
1/5/2022,172263,No
1/5/2022,77725,Unknown
1/5/2022,2571,Yes
1/6/2022,283859,Missing
1/6/2022,152954,No
1/6/2022,70958,Unknown
1/6/2022,2648,Yes
1/7/2022,239099,Missing
1/7/2022,130527,No
1/7/2022,64972,Unknown
1/7/2022,2507,Yes
1/8/2022,194864,Missing
1/8/2022,88773,No
1/8/2022,44480,Unknown
1/8/2022,2037,Yes
1/9/2022,218500,Missing
1/9/2022,79187,No
1/9/2022,40066,Unknown
1/9/2022,2128,Yes
1/10/2022,290337,Missing
1/10/2022,176538,No
1/10/2022,80448,Unknown
1/10/2022,2914,Yes
1/11/2022,282965,Missing
1/11/2022,158810,No
1/11/2022,79010,Unknown
1/11/2022,2773,Yes
1/12/2022,260085,Missing
1/12/2022,205293,No
1/12/2022,119724,Unknown
1/12/2022,2842,Yes
1/13/2022,250061,Missing
1/13/2022,138527,No
1/13/2022,76945,Unknown
1/13/2022,2525,Yes
1/14/2022,249458,Missing
1/14/2022,123639,No
1/14/2022,65891,Unknown
1/14/2022,2342,Yes
1/15/2022,173558,Missing
1/15/2022,76689,No
1/15/2022,43311,Unknown
1/15/2022,1867,Yes
1/16/2022,164595,Missing
1/16/2022,62522,No
1/16/2022,33084,Unknown
1/16/2022,1872,Yes
1/17/2022,205636,Missing
1/17/2022,115479,No
1/17/2022,57133,Unknown
1/17/2022,2546,Yes
1/18/2022,245228,Missing
1/18/2022,139669,No
1/18/2022,71768,Unknown
1/18/2022,2546,Yes
1/19/2022,238017,Missing
1/19/2022,127619,No
1/19/2022,65419,Unknown
1/19/2022,2435,Yes
1/20/2022,241275,Missing
1/20/2022,153306,No
1/20/2022,131398,Unknown
1/20/2022,2633,Yes
1/21/2022,212054,Missing
1/21/2022,87133,No
1/21/2022,49785,Unknown
1/21/2022,2022,Yes
1/22/2022,152560,Missing
1/22/2022,52242,No
1/22/2022,32699,Unknown
1/22/2022,1658,Yes
1/23/2022,119983,Missing
1/23/2022,50043,No
1/23/2022,24431,Unknown
1/23/2022,1519,Yes
1/24/2022,182374,Missing
1/24/2022,105669,No
1/24/2022,50524,Unknown
1/24/2022,2291,Yes
1/25/2022,145980,Missing
1/25/2022,106229,No
1/25/2022,91171,Unknown
1/25/2022,2068,Yes
1/26/2022,174249,Missing
1/26/2022,106516,No
1/26/2022,41012,Unknown
1/26/2022,1733,Yes
1/27/2022,151111,Missing
1/27/2022,63259,No
1/27/2022,39050,Unknown
1/27/2022,1657,Yes
1/28/2022,133488,Missing
1/28/2022,57599,No
1/28/2022,35408,Unknown
1/28/2022,1551,Yes
1/29/2022,87792,Missing
1/29/2022,32701,No
1/29/2022,24160,Unknown
1/29/2022,1235,Yes
1/30/2022,79285,Missing
1/30/2022,31215,No
1/30/2022,18932,Unknown
1/30/2022,1151,Yes
1/31/2022,98964,Missing
1/31/2022,59987,No
1/31/2022,36290,Unknown
1/31/2022,1561,Yes
2/1/2022,113447,Missing
2/1/2022,62983,No
2/1/2022,53488,Unknown
2/1/2022,1550,Yes
2/2/2022,86990,Missing
2/2/2022,44636,No
2/2/2022,31452,Unknown
2/2/2022,1217,Yes
2/3/2022,84239,Missing
2/3/2022,34852,No
2/3/2022,41486,Unknown
2/3/2022,1127,Yes
2/4/2022,91842,Missing
2/4/2022,30550,No
2/4/2022,17561,Unknown
2/4/2022,1026,Yes
2/5/2022,49494,Missing
2/5/2022,23655,No
2/5/2022,13158,Unknown
2/5/2022,795,Yes
2/6/2022,38590,Missing
2/6/2022,21111,No
2/6/2022,8684,Unknown
2/6/2022,763,Yes
2/7/2022,71099,Missing
2/7/2022,37240,No
2/7/2022,22128,Unknown
2/7/2022,1012,Yes
2/8/2022,65786,Missing
2/8/2022,30235,No
2/8/2022,18932,Unknown
2/8/2022,918,Yes
2/9/2022,43741,Missing
2/9/2022,25891,No
2/9/2022,21852,Unknown
2/9/2022,851,Yes
2/10/2022,49558,Missing
2/10/2022,23931,No
2/10/2022,16505,Unknown
2/10/2022,700,Yes
2/11/2022,58186,Missing
2/11/2022,23431,No
2/11/2022,16910,Unknown
2/11/2022,749,Yes
2/12/2022,24342,Missing
2/12/2022,13701,No
2/12/2022,13438,Unknown
2/12/2022,548,Yes
